username,followersCount,location_x,id,id_str,rawcontent,replyCount,retweetCount,likeCount,quoteCount,hashtags,created,date_created,time_created,location_clean,cleaned_content,sentiment,location_y,latitude,longitude
Sunductivity,260,,1593959672335278081,1593959672335278081,@NEWSMAX Always expressing concerns about China 🇨🇳 but nothing is ever done. Other than Trump did takeout Huawei.,0,0,0,0,[],3/26/2009 16:05,3/26/2009,16:05:43,Unknown,NEWSMAX concerns China Trump takeout Huawei,negative,Unknown,22.8503716,80.6884128
CariKelemen,75864,Texas,1597932566786756609,1597932566786756609,"Say, wasn't it Trump who tried to ban Huawei from America?",7,55,110,4,[],3/29/2009 18:53,3/29/2009,18:53:32,Texas,,neutral,Texas,31.2638905,-98.5456116
SMBWhitney,3576,United States of America ,1276010529857900544,1276010529857900544,"Quid pro Quo?
""Make Sure I Win"", said Trump to China's President Xi in 2019 per Bolton. Then despite all U.S. Intelligence Depts warnings about Huawei, Wilbur Ross, Trump's Commerce Secretary announces Huawei's licensing agreements w U.S. companies https://t.co/6d71gzlYcg",1,7,3,1,[],3/30/2009 2:54,3/30/2009,2:54:15,United States of America ,Quid Quo Sure Win Trump Chinas President Xi Bolton Intelligence Depts Huawei Wilbur Ross Trumps Commerce Secretary Huaweis licensing agreements w companies,positive,United States of America ,39.7837304,-100.445882
ABC,17863421,New York City / Worldwide,1584611851538731040,1584611851538731040,"JUST IN: AG Garland unveils charges against two Chinese intelligence officers who allegedly tried to obstruct DOJ's investigation of Huawei.
“This was an egregious attempt by PRC intelligence officers to shield a PRC-based company from accountability.” https://t.co/g6rlsEyqsl https://t.co/weGInY64mN",388,1035,2867,214,[],4/4/2009 12:40,4/4/2009,12:40:32,New York City  Worldwide,AG Garland Chinese intelligence officers DOJs investigation Huawei attempt PRC intelligence officers company accountability httpstcoweGInYmN,neutral,New York City  Worldwide,40.7622351,-73.9869498
stevenconlon,3139,,1570720998663782402,1570720998663782402,"Another Reminder: 
Huawei investigation started with Obama, not Trump. Regardless of whether it was Trump or Clinton Huawei's days were numbered. 
Also, it's not just the handset business Huawei has lost out on, its the RAN business, which is far more important.",1,0,3,0,[],4/4/2009 22:20,4/4/2009,22:20:48,Unknown,Reminder Huawei investigation Obama Trump Regardless Trump Clinton Huaweis days handset business Huawei RAN business,positive,Unknown,22.8503716,80.6884128
lidangzzz,1336842,"Houston, TX",1580934968464719873,1580934968464719873,"@Jacob_T_Gunter @jordanschnyc Here is another story: hundreds of billions of dollars are invested in the advanced chip industry in the last 2~3 years, due to Donald Trump's sanction on Huawei.

The whole society(including the goverment) is trying the best to build a ""made in China"" chip manufacturing industry",1,1,13,0,[],4/5/2009 4:33,4/5/2009,4:33:19,"Houston, TX",jordanschnyc story hundreds billions dollars chip industry years Donald Trumps sanction Huawei societyincluding goverment build China chip manufacturing industry,positive,"Houston, TX",29.7589382,-95.3676974
fbermingham,19326,Brussels,1591383774482530305,1591383774482530305,"Coveney says IRE talks to US about Huawei a lot, but no pressure to ban (reports there was during Trump)

“I don’t think we feel the pressure. They are close partner... so we talked to them a lot about [Huawei], but no, I don’t think it would be fair to say we feel pressure""",0,0,5,0,[],4/8/2009 11:30,4/8/2009,11:30:33,Brussels,Coveney IRE Huawei lot pressure ban reports Trump pressure partner lot Huawei pressure,positive,Brussels,50.8465573,4.351697
shadwhite,8955,"Flowood, MS",1587896858961010689,1587896858961010689,"During the Trump administration, the fed gov't smartly banned federal agencies from purchasing technology from certain Chinese companies like Huawei, ZTE, Hikvision, Dahua, and Hytera. But the law didn't apply to state and local gov'ts. 

1/",2,1,2,1,[],4/8/2009 16:10,4/8/2009,16:10:32,"Flowood, MS",Trump administration fed govt agencies technology Chinese companies Huawei ZTE Hikvision Dahua Hytera law state govts,positive,"Flowood, MS",32.3092861,-90.1386811
witrayler,4998,Texas,1596347666564321283,1596347666564321283,"I’m old enough to remember President Trump saying Huawei, ZTE was a treat to our National Security and the Democrats throwing a hissy fit.  https://t.co/8fQhp2Pn9E",0,2,3,0,[],4/9/2009 13:19,4/9/2009,13:19:20,Texas,President Trump Huawei ZTE National Security Democrats hissy fit httpstcofQhpPnE,positive,Texas,31.2638905,-98.5456116
CarolMonroe,7421,El Salvador,1568051420821061632,1568051420821061632,"Estamos en el lanzamiento de @Honor_ES

Resumen:

😅Honor era una empresa hermana de Huawei 🌝

☝️ Sin embargo en el 2020 se vendió ( Trump había puesto restricciones y acabaron su relación con Google)

🙌Lo mejor que conocíamos de Huawei (P30 pro) está de regre pero con Google☝️ https://t.co/ayTcXlpag4",0,2,8,0,[],4/9/2009 0:58,4/9/2009,0:58:52,El Salvador,,neutral,El Salvador,13.8000382,-88.9140683
AMG26,1157,🌐,1586354251558969345,1586354251558969345,"@SalehAstrum @chenweihua @RichardHaass They couldn't get that under Trump; the failure of Trade Deal -1, under Trump. B'cos China refused to collapse the CPC, a 'secret' demand of the trade deals, USA immediately sanctioned Huawei, &amp; has blacklisted hundreds more Chinese tech &amp; engineering corporations since 2019.",0,0,7,0,[],4/10/2009 8:13,4/10/2009,8:13:13,,SalehAstrum chenweihua RichardHaass Trump failure Trade Deal Trump Bcos China collapse CPC demand trade deals USA Huawei amp hundreds Chinese tech amp engineering corporations,neutral,,34.220389,70.3800314
PETEahh,1561,"East Coast, USA",1584715101223137280,1584715101223137280,@MidPointMaven @asoiaf_ftw2 @PhilipWegmann I’m with Trump on this one. We don’t blame these freakin Chinese for beating us at our own game. We blame ourselves for letting them play at all. We knew Huawei was duplicating Cisco routers down to copying parts numbers on circuit boards 10 years ago.,2,0,0,0,[],4/10/2009 0:16,4/10/2009,0:16:51,"East Coast, USA",MidPointMaven asoiafftw PhilipWegmann Trump freakin Chinese game blame play Huawei Cisco parts numbers circuit boards years ago,neutral,"East Coast, USA",39.9423676,-75.0875874
GilliJamtin,17468,Australia,1596517978463272962,1596517978463272962,No. I'm basking in Huawei ads. Solely because of Garland's grand  announcement when we all thought he was indicting trump but he didn't. Huawei have increased the ad spend since then. 🙄,0,0,0,0,[],4/12/2009 1:38,4/12/2009,1:38:03,Australia,Huawei ads Garlands announcement trump Huawei ad spend,positive,Australia,-24.7761086,134.755
johncoogan,35400,"Pasadena, CA",1593748145799712769,1593748145799712769,"Elon-Twitter is a distraction.

FTX is a distraction.

The only story that you should be paying attention to right now is the United States vs China situation.

Here's a primer on what's going on: https://t.co/D7seG5RM3l",1145,6531,34442,641,[],4/12/2009 22:25,4/12/2009,22:25:56,"Pasadena, CA",ElonTwitter distraction FTX distraction story attention United States China situation Heres primer httpstcoDseGRMl,positive,"Pasadena, CA",34.1476507,-118.144155
johncoogan,35400,"Pasadena, CA",1593748156214190080,1593748156214190080,"This all really started heating up in 2019 when Trump blocked Huawei. Backdoors in 5G towers would have given China the ability to monitor global internet traffic.

Trump was notorious for getting ""tough on China"", but here's the weird thing. https://t.co/CMeXUt9SpV",24,178,2242,7,[],4/12/2009 22:25,4/12/2009,22:25:56,"Pasadena, CA",Trump Huawei Backdoors G towers China ability internet traffic Trump China heres thing,negative,"Pasadena, CA",34.1476507,-118.144155
albcontact,96637,Rwanda,1596414944148332546,1596414944148332546,"#US bans sale of @Huawei, #ZTE tech amid security fears

...we still understand it's probably commercial fears.
https://t.co/ExCuxe6MYO",0,0,5,1,"['US', 'ZTE']",4/14/2009 17:00,4/14/2009,17:00:09,Rwanda,sale Huawei ZTE tech security fears,neutral,Rwanda,-1.9646631,30.0644358
RebeccaYChan,23255,Hong Kong,1592865699101540352,1592865699101540352,@george_boicu @BJalus All candidates are bad. Canada is just another lapdog of the US Empire. The US had been trying to kidnap the daughter of the founder of Huawei from other countries and they all finessed the matter. Leave it to a dope like Trudeau to kidnap Meng for a pat on the head from Trump.,1,1,2,0,[],4/15/2009 18:47,4/15/2009,18:47:19,Hong Kong,georgeboicu BJalus candidates Canada lapdog Empire kidnap daughter founder Huawei countries matter dope Trudeau kidnap Meng pat head Trump,negative,Hong Kong,22.2793278,114.1628131
caa1000,1540,Orlando FL,1584617353265917952,1584617353265917952,"Those wondering if #TikTok is the matter of the #DOJ indicts for #Chinese nationals...  Not at all.
It's related to the #Huawei phone technology that former President #Trump banned during his administration.",0,0,1,0,"['TikTok', 'DOJ', 'Chinese', 'Huawei', 'Trump']",4/16/2009 20:53,4/16/2009,20:53:54,Orlando FL,TikTok matter DOJ indicts Chinese nationals Huawei phone technology President Trump administration,neutral,Orlando FL,28.5421109,-81.3790304
caa1000,1540,Orlando FL,1584614854534770688,1584614854534770688,#ChineseDemocracy getting the #FBI treat..  😳,0,0,0,1,"['ChineseDemocracy', 'FBI']",4/16/2009 20:53,4/16/2009,20:53:54,Orlando FL,ChineseDemocracy FBI treat,neutral,Orlando FL,28.5421109,-81.3790304
Netwrix,2731,"Frisco, TX",1750145425435443322,1750145425435443322,"🔒 Exciting News! 🔒 The new issue of FREE Cyber Chief Journal is here!

In this issue: 

✔️ 5 Cybersecurity Trends to Anticipate in 2024
✔️ A Guide to International Data Privacy Laws
✔️ Cyber Insurance Audit
✔️ Data Classification for Compliance with PCI DSS, NIST, HIPAA",1,2,30,0,[],4/16/2009 19:17,4/16/2009,19:17:58,"Frisco, TX",Exciting News issue FREE Cyber Chief Journal issue Cybersecurity Trends Anticipate Guide International Data Privacy Laws Cyber Insurance Audit Data Classification Compliance PCI DSS NIST HIPAA,positive,"Frisco, TX",33.1505998,-96.8238183
patprays,57,"Winston-Salem, NC",1597265387544268800,1597265387544268800,"Trump ordered a review of Chinese-owned app, beholden to Chinese Community Party (CCP), in July 2020 after Trump admin declared ZTE &amp; Huawei national security threats. Employees of TikTok parent company, ByteDance, are required to attend monthly CCP meetings to study CCP policies",0,0,0,0,[],4/17/2009 16:04,4/17/2009,16:04:04,"WinstonSalem, NC",Trump review Chineseowned app beholden Chinese Community Party CCP July Trump admin ZTE amp Huawei security threats Employees TikTok parent company ByteDance monthly CCP meetings CCP policies,neutral,"WinstonSalem, NC",36.118586,-80.200914
TimJSherman,812,"Providence, RI",1574417263247097857,1574417263247097857,"@2fp_s @innominata_ @user3425664 @capitolsheila @mattwridley @RobertKennedyJr Sachs never had a change of heart. Possibility he’s in bed with Huawei (on 5G expansion), was extremely vocal against Trump via tariffs, and radio silent China human rights",0,0,0,0,[],4/21/2009 0:20,4/21/2009,0:20:23,"Providence, RI",fps innominata user capitolsheila mattwridley RobertKennedyJr Sachs heart Possibility bed Huawei G expansion Trump tariffs radio China rights,neutral,"Providence, RI",41.8239891,-71.4128343
TimJSherman,812,"Providence, RI",1572553837512364033,1572553837512364033,"@Maestermagoo @gtuckerkellogg @Commissioncovid My only argument against Sachs, it seems he’s willing to carry the biggest water bucket for China. As vocal he was against Trump America in 2019 with the HUAWEI debacle and radio silence with China human rights abuses",0,0,0,0,[],4/21/2009 0:20,4/21/2009,0:20:23,"Providence, RI",Maestermagoo gtuckerkellogg Commissioncovid argument Sachs water bucket China vocal Trump America debacle radio silence China rights abuses,neutral,"Providence, RI",41.8239891,-71.4128343
julianku,13396,"Long Island, NY",1581125526324146176,1581125526324146176,"“[TSMC] lost its biggest Chinese leading-edge customer years ago, when Donald Trump’s administration blackballed phone and telecoms equipment giant Huawei. The company now attributes just 10% of profit to China, compared with two-thirds from North America” https://t.co/qnxwQ3QRCa",1,7,8,0,[],4/22/2009 23:45,4/22/2009,23:45:53,"Long Island, NY",TSMC Chinese leadingedge customer years ago Donald Trumps administration phone telecoms equipment giant Huawei company profit China North America httpstcoqnxwQQRCa,neutral,"Long Island, NY",40.851497,-73.0994258
julianku,13396,"Long Island, NY",1580755721763028994,1580755721763028994,One quibble with the Thomas Friedman piece. The foreign direct product rule was not first applied against Huawei by the Trump admin. It has been around since 1959.,0,0,1,0,[],4/22/2009 23:45,4/22/2009,23:45:53,"Long Island, NY",,neutral,"Long Island, NY",40.851497,-73.0994258
jsgill1945,245,"Cypress, Texas",1587515175153852416,1587515175153852416,"@JesseKellyDC Yes, they may have attempted to cause Trump and Americans some harm! However, if Hillary was elected, we will have a single party socialist rule by now! China will be controlling every aspect of our lives with Huawei Chip imbedded in our body monitoring every aspect of our life!",0,0,0,0,[],4/27/2009 17:10,4/27/2009,17:10:32,"Cypress, Texas",Trump Americans harm Hillary party rule China aspect Huawei Chip body aspect life,negative,"Cypress, Texas",29.9691116,-95.6971686
stephan632,2295,"Studio City, Los Angeles",1570164590939631616,1570164590939631616,"“Huawei … is allowed to market in the United States as a result of having some of Trump and Obama’s executive orders repealed by the Biden administration,” he added.",0,0,0,0,[],4/28/2009 0:20,4/28/2009,0:20:48,"Studio City, Los Angeles",Huawei market United States Trump Obamas executive orders Biden administration,neutral,"Studio City, Los Angeles",34.1483989,-118.3961877
DailyCaller,1119256,"Washington, DC",1596524178227998720,1596524178227998720,We should do that for all Chinese tech https://t.co/UP3OMrk1jE,22,21,163,2,[],5/11/2009 18:31,5/11/2009,18:31:37,"Washington, DC",Chinese tech httpstcoUPOMrkjE,neutral,"Washington, DC",38.8950368,-77.0365427
level23,408,"Berlin, Germany",1567212220517318657,1567212220517318657,"Huawei wurde von Trump deshalb sanktioniert, weil überall dort, wo Huawei #5G verbaut wird, KEINER mehr abhören kann. Deshalb wurde in der EU auch versucht, starke #Verschlüsselung zu verbieten. Hat noch nicht geklappt. Wehren wir uns weiter.",1,0,0,0,"['5G', 'Verschlüsselung']",5/17/2009 11:56,5/17/2009,11:56:37,"Berlin, Germany",,neutral,"Berlin, Germany",52.5170365,13.3888599
WorldTribune,1346,World News,1587919648254664704,1587919648254664704,"How Team Biden revived Huawei, negotiated release of the ‘Ivanka Trump of China’ https://t.co/WS1rCNR24W",0,1,0,0,[],5/25/2009 1:16,5/25/2009,1:16:16,World News,Team Biden Huawei release Ivanka Trump China httpstcoWSrCNRW,neutral,World News,42.6887761,23.4143438
UpperDeckSports,84600,"Carlsbad, CA",1752409755912475092,1752409755912475092,"Discover Upper Deck's Exclusive Jersey Collection! Dive into the world of NHL stars with our limited-edition signed jersey collection. Own a piece of hockey history featuring signatures from the iconic Connor McDavid, the legendary Wayne Gretzky, and more.",95,48,1784,3,[],5/28/2009 2:56,5/28/2009,2:56:37,"Carlsbad, CA",Discover Upper Decks Exclusive Jersey Collection Dive world NHL limitededition jersey collection piece hockey history signatures Connor McDavid Wayne Gretzky,positive,"Carlsbad, CA",33.1580933,-117.3505966
